question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
62,"space,explor","govern,billion,section,recent,statement,fish,inform,measur,indic,lot","point,draw,environ,human,chanc,site,theori,region,cultur,word,clearli,goal,task","score,memori,short,music,probabl,side,abil,see,seek,econom","power,young,day,laugh,catch,cultur,industri,control,chang,add,chang,futur,parent,shake,back,reveal,ok,suddenli,gun,star,babi,mention,larg,least","economi,gun,upon,lot,receiv,mouth,full","argu,scene,hospit,benefit,let,worri,candid,govern,arriv,old,hear","elect,heart,miss,back,imagin,cover,film,task,person,doctor,key,pm,chanc,somebodi,certain","rate,game,lose,group,includ,tv,respons,tax,turn,rememb,side,variou,involv,around,american,use,variou,threat",
63,"person,financ","enjoy,everybodi,level,lead,coach,exampl,free,arm,understand,store,forget","reveal,front,paper,coach,carri,particularli,mind,cold,box,must","support,student,moment,protect,blue","determin,spend,long,get,growth,model,wife,product,natur,tonight,occur","comput,happi,teacher,away,wide,ground,leader,could,democrat,probabl,build,prove,wind","learn,power,repres,improv,lay,mind,blood,modern,pay,commun,noth,form,high","team,improv,player,true,major,spring,discuss,tax,late,wind,wear","leav,execut,citizen,young","admit,daughter,big,republican,market,woman,real,ever,dinner,see,sure,cover,plan,mission,rather,exampl,physic,build,remain,wall,audienc,let,appli,final"
64,"career,develop","thing,situat,feel,research,hous,someth,contain,list,none,especi,million,even,grow,creat,show,sourc,glass,kind,start","base,care,four,ahead,prepar,dream,set,mother,lawyer,tri","guy,like,seri","mean,view,anim,although,cover","one,resourc,crime,offer,network,effect,catch,polit,arriv,recent,produc,top,begin,begin,messag","line,father,paper,hear,quickli,sort,busi,feel","support,trade,relat,add,leader,creat,rest,sell,identifi,race,leg,leg,per","claim,newspap,pattern,pay,hous,rememb,human,factor,owner,everyon,establish,educ",
65,histori,"worker,run,guess,stori,build,suddenli,hand,fight,develop,step,save,contain,brother,continu,might,member","seven,throw,major,list,factor,name,like,across,final,letter,matter,man,much,fund,listen,appli,product,week,togeth,particip,store,guess,tonight,citi,sens,sport","mention,realli,mr,togeth,run,execut,add,good,beat,play,attent,tonight,pull,kid,condit,abl,educ,vote,account,three,appear,live,particular,foreign,presid,citi","other,big,custom,anyth,busi,wrong,professor,case,effort,art,other,earli,thousand","floor,meet,purpos,third,world,move,anyon,similar,modern,point,organ,dark",,,,
66,psycholog,"threat,cold,almost,fli,wide,technolog,togeth,trip,actual,appear,carri,capit,eye,argu,invest","near,insid,stage,listen,late","though,seriou,secur,also,anyon,staff,paint,capit,respons,race","difficult,minut,hear,board,societi,magazin,nearli","republican,concern,imagin,everyth,paper,exampl,provid,current,import,race,line,seri,form,stage,attent,whose,compani,trade,subject,often,teacher",,,,
67,"quantum,comput","hit,old,strong","edg,well,enough,everyon,secur,certainli,somebodi,comput","howev,fine,loss,posit,air,billion,newspap",,,,,,
68,"web,develop","middl,stand,product,tv,decis,third,debat,star,late,pa,offer,design,hit,sit,perhap,sell","condit,avail,meet,write,crime,whose","anim,candid,dark,particip,class,sit,way,tend,everyon,wind,minut,town,skill","go,item,happen,guess,must,plan,person,open,half,central","item,rich,writer,state,never,republican,music,daughter,reflect,level,sea,hundr,chair,end,environment","street,order,develop,discov,meet,modern,articl,director,stage,crime,half,pick,u,meet,concern,mean,brother,major,experi,group,specif,offic,shoulder,close","establish,catch,base,first,husband,back,activ,price,els,inde,question","guy,might,though,tough,stuff,bit,govern,growth,data,popul,worker,box,though,race,noth","parti,discu,stock,interest,want,nation,main,increas,show,train,heart,pressur,day"
69,psycholog,"write,ever,ground,season,small,first,know,provid,soon,worri,wind,measur,offici,guess,key,school","realli,increas,ask,partner,probabl,human,although,offic,particularli,event,increas,truth,car","role,near,book,discov","travel,program,strong,provid,meet,drop","activ,crime,north,begin,mouth,stand,option,practic,differ,room,season","walk,car,space,dream,middl,mani,task,door,execut,nation,list,good,father,color,exist,speech,increas,paper,wrong,nice,later,third,blue,line",,,
70,"health,fit","experi,girl,morn,director,tri","choic,front,nearli,fire,especi,attorney,mind,girl,oper,view,bit,environ,thu","think,rememb,money,today,perhap,nice,offer,tax,sourc,bit","treat,affect,school,heart,rememb,last,home,surfac,relat,affect,town","tend,suddenli,school,thank,seven,concern,middl,life,sort,power,employe","scientist,bank,gener,summer,forc,learn,provid,cover,floor,box","republican,institut,hard,sea,small,follow,east,somebodi,subject",,
71,robot,"soldier,knowledg,person,medic,low,bit,sign","finish,mean,catch,difficult,among,leg,marriag,pa,wall","outsid,four,old,floor,speech,situat,husband","garden,next,begin,stage,sometim,interest,close,paper,accord,drop,visit,success,instead,expect,hit","tax,properti,record,point,sure,may","approach,colleg,polit,level,sing,anoth,pick,direct,number,fill,possibl,work,though,left","turn,class,push,anim,religi,arm,pick,institut,blue,write,truth,six,seat,senior,larg,seem,think",,
72,"person,financ","natur,ago,identifi,human,other,rich,use,candid,find,book","month,spend,imagin,mention,comput,matter,product,perhap,red,govern,woman,singl,structur","tree,seri,centuri,five,thank,suddenli,receiv,whole,theori,budget,although,whether,appli,visit,ten,elect","much,major,heart,gener,beat,may,today,yet,trade,two,physic,away,along,chair,cover,visit,perform,former,southern,accord,involv,push,expert","bodi,space,situat,form,ok,technolog,account,morn,mother,yet,oil,rang,success,parent,add","seri,reflect,reflect,democrat,whether,standard,wide,expert,simpl,tabl,modern,type,pressur","posit,star,along,order,item,price,budget,heavi,environ,repres,tax,leader,heavi,alway,career,hair,figur,realiti,game",,
73,"health,fit","point,fine,person,key,big,happen,budget,amount,amount,across","want,year,artist,bad,visit,pa,collect,mean,other","stock,els,environment,southern","voic,degre,action,nice,readi,area,administr,radio","half,develop,compani,friend,product,involv,tonight,pick,final,reduc,cultur,ga,rich,differ,forward,system,address","begin,tax,ok,price,appli,act,son,start,attent,relat,thousand","song,young,realli,keep,sing,past,process,pa,larg,full,rule,team,lot,institut,player,gener",,
74,"machin,learn","voic,stand,exampl,race,build,see,relationship,adult,social,everybodi,bring,public,fund,section,cultur","result,miss,attack,particip,artist,skill,choic,board,invest,food,attent,key","purpos,step,other,seven,charact,factor,purpos,wall,system,societi,bring,record,half,tax,least,ground","physic,leav,major,make,intern,letter,senior,blood","tri,enjoy,size,care,health,lead,win",,,,
75,cybersecur,"popular,brother,receiv,ten,pictur,magazin,despit,western,bodi,product,major,sport,art,invest,recent,fire","would,throughout,analysi,new,peopl,tell,yeah,mr,price,outsid,quit,within,star,player,team","cultur,much,tend,short,walk,drug,push,coupl,wrong,test,forc,candid,bed,foreign,start,could,protect,differ,music","profession,languag,man,meet,statement,environment,ever,player","inform,quickli,quickli,receiv,suddenli,central,movi,care,offic,rest,end,age,creat,decad,left,product,explain,recogn,risk,common,say,meet,yard,week,militari,ga,figur",,,,
76,"environment,scienc","local,carri,later,anyon,wall,foot,reveal","mention,trip,send,tend,road,court","road,offic","maintain,mean,make,rise,set,readi,entir,million,realiz,particip,seven,memori,abil",,,,,
77,entrepreneurship,"stand,best,compar","marriag,articl,pretti,head,project,million,beauti,keep,wall,radio,commerci","institut,far,oil,note,suddenli,choic,true,although,anoth,old,theori","instead,head,decis,republican,cost,amount,civil,growth,citizen,peopl,respond,around,medium,fear",,,,,
78,"career,develop","plant,level,crime,final,relationship","effort,prove,free,rather,sure,without,camera,test,field,career,network,argu,u,act,trade,record,glass,loss,star","movement,increas,sometim,writer,histori,send,tri,reflect,approach",,,,,,
79,"health,fit","six,fire,nation,agre,stop,recent,rate,magazin,behind,star,seri,yeah","cultur,scientist,free,skin,address,effect,polici,forward,artist,repres,say","accord,realiti,variou,could,author","right,trial,report,well,hard,pretti,wall,voic,begin,thought,phone,power","remain,chanc,charg,describ,camera,night,lot,carri,red,trip,tax,sea,bank,get,u,gener,world,industri,detail,home,tabl,big,citi","market,fish,later,follow,pattern,paint","custom,stop,argu,larg,lead,thu,hotel,occur,american",,
80,blockchain,"prove,cultur,popul,challeng,everyon","american,yet,research,case,offic,product,countri,cover,along,feel","paint,beyond,hope,board,travel","would,hit,prove,cold,remain,fact,program,store,make,soldier,author,crime,arm,ok,usual,left",,,,,
81,cybersecur,"look,easi,decis,line,american","art,simpl,near,continu","clearli,success,address,later,away,move,get,score,movi,compani,throw,war,end,tax,sit,scene,might,properti,product,physic,thu,mouth,determin,kitchen,administr","cours,detail,involv,surfac,cultur","pattern,front,pressur,necessari,technolog,realiti,let,rate","treat,human,offici,low,sport,artist,particularli,stay","els,citi,market,would,certain,particular,requir,system,wait,subject,centuri,posit,democrat,discu","market,receiv,later,rock,side,seven,soon,kind,field,total,fund,popular,consum,decis,near,common,drop,level,larg,tell,prove,laugh,bring,concern,societi",
82,robot,"later,clear,could,thank,thu,medium,environ,pick,practic,appear,brother,box,deep","wish,strong,interview,quickli,give,anoth,truth,reveal,custom,offici,articl,along,collect,size,stock,place,hour","agreement,effort,specif,activ,respons,wide,train,standard,institut,realli,thing,season","special,yeah,loss,data,present,team,tax,design,car,give,candid,music,imagin,film,deep,social,south,past,air",,,,,
83,"data,scienc","ground,answer","professor,bad,writer,medic","suggest,hot,husband,later,attorney,plan,area","respons,arm,thing,act,compani,exist,lay,idea,term,great,debat,public,public,rate,huge,noth,truth,seri,firm","action,begin,treatment,hair,ball,work,race,rather,music","ten,parti,case,receiv,weight,right,scene,manag,station","race,direct,far,provid,group,hand,around,employe,writer,write,physic,appli,glass,environment,order","outsid,test,free,parent,yeah,network,rememb,glass,situat,administr,togeth,plan,side,type,song,know",
84,sociolog,"happi,noth,indic,strong,hospit,spring,includ,tradit,right,color,north,although,news,rate,strategi,trip,former,blue,month,servic,anyon,door,even","buy,reach,page,believ,parent","forget,whatev,year,even,relat,spring,offici","song,strategi,former,recent,level,car,determin,heavi","popul,avail,five,sign,soon,individu,agent,minut,piec,soldier,particip,scientist","noth,summer,reduc,huge,poor,success",,,
85,"person,financ","girl,north,action,low,movi,whatev,class,mention","floor,million,claim,properti,data,discu,without,claim,daughter,happi,edg,tend,thu,concern","base,militari,realli","nearli,north,rather,secur,near,rest",,,,,
86,"environment,scienc","sinc,win,situat,decid,share,check,state,agent,letter,east,societi,life,amount,provid,person,color,turn,least","eat,administr,differ,sit,statement,push,wrong,face,elect,close","owner,agent,mayb,agreement,concern,almost,catch,admit,radio","might,drug,least,establish","necessari,per,agenc,invest,describ,soon,forc,guess,medic",,,,
87,robot,"wall,unit,bad,decid,idea,send,might,analysi,believ,glass,memori","thank,specif,yard,find,father,issu,high,true,sit,togeth,opportun,director,front,econom,fight,short,month","analysi,word,door,abil,tax,manag,rich,financi,pictur,mission","style,unit,student,true,everyon,key","eye,project,receiv,ahead,size,comput,beyond,perform,learn,director,method,babi,play,hospit,american","two,event,action,well,night,must,wind,owner,never,product","respons,mission,job,happen,economi,particularli,theori,western,poor,offici","husband,beyond,insid,major,add,short,six,kind,trip,around,foreign,includ,invest,perform,peac,forward,realli,variou,gener",
88,entrepreneurship,"admit,seem,rate,tell,avoid,offici,studi,receiv,find,futur,realli,book,box,imagin,buy,high,product","polic,four,fill,much,page,intern,director,woman,imagin,music","level,religi,troubl,reduc,coach,show,treatment","none,voic,food,democrat,key,cours,imagin,white,major,technolog,morn,meet,els","shoulder,end,scientist,result,money","tough,noth,fight,teach","decis,hit,safe,style,catch,mouth,yeah,statement,anyth,believ","offer,level,class,build,bodi,avoid,special,despit,trade,none","foot,pictur,parent,return,black,increas,anoth,suggest,produc,wide"
89,"data,scienc","prevent,govern,career,ga,although,eight","girl,busi,congress,focu,adult,technolog,perhap","marriag,use,take,medic,listen,step,buy,treatment,religi,offic,author,glass,posit,suggest,unit","respons,result,offic,wait","note,good,last,choic,part,pick,road,forward,score,foot,term,scene,person,cell,mr,benefit,bed","month,reveal,want,run,smile,low,long,north,loss,explain,individu,charg,religi",,,
90,blockchain,"improv,region,simpl,laugh,hot","knowledg,method,everi,field,color,threat,next,rest,put,feel,statement,know,like","servic,boy,area,toward,bag,rest,eat,tell,add,sourc,network,window,administr,find,wait,phone,local,chanc,reveal,suddenli","page,feel,sourc,prove,includ,go,anim","director,prepar,mind,entir,tree,side,includ,benefit,son,describ,almost,build","method,rememb,whose,either",,,
91,"environment,scienc","properti,make,growth,discov,feder,head","health,tell,servic,black,job,organ,color","peac,five,leav,ga,execut,chang,attack,throw,eight,build,mission,paint,event,month,film,hold,lay,partner,citizen,wonder,paint,rang,sea,piec,first,game","chang,democrat,number,cultur,beat","anyth,reflect,drug,back,pretti,question,offic,word,move,across",,,,
92,sociolog,"serv,number,learn,offici,plant,start,soldier","societi,husband,join,articl,establish,price,sort,current,increas,togeth,help,vote,presid","prove,smile,day,young,studi,intern,fli,mr,sign,provid,cultur,mani,artist,push,realli",,,,,,
93,"digit,market","blue,strong,subject,south,later,mind,old,happi,prove","medium,head,economi,hard,word,perform,show,board,fund,anyon,system,boy,govern,major,certain,knowledg,stop,hope","degre,includ,method,mr,trip,articl,account,system,stage,total,director,militari,studi","say,next,anoth,scene,yard,stock,present,someth,fact,medium,strategi,practic",,,,,
94,blockchain,"sport,think","time,especi,wife,front,anyon","eight,sort,exactli,though,bill,bed,item,reflect,answer","game,interest,dream,sister,later,statement","hospit,analysi,commerci,note,pictur","charg,event,without,four,central,beauti,almost,stori,summer,book,could","invest,countri,thank,central,standard,write,ahead,polit","experi,system,final,artist,huge,back,variou,guess,sure,career,number,differ","bit,foreign,southern,box,answer,adult,perform,wife,natur,car,candid,enough,respons,usual,firm"
